id,name,address,city,state,zip,latitude,longitude,phone,outlet_type
WINDHAM,WINDHAM TOWN,26 HARRINGTON RD.,WINDHAM,VT,05359,43.1804521,-72.7259863,8028752244,CE
WINDSOR,WINDSOR PUBLIC,43 STATE ST.,WINDSOR,VT,05089,43.4805246,-72.3884709,8026742556,CE
WINHALL,WINHALL MEMORIAL,2 LOWER TAYLOR HILL RD.,BONDVILLE,VT,05340,43.1460431,-72.8965704,8022979741,CE
WINOOSKI,WINOOSKI MEMORIAL,32 MALLETTS BAY AVENUE,WINOOSKI,VT,05404,44.4929846,-73.1905935,8026556424,CE
WOLCOTT,GLEE MERRITT KELLEY COMMUNITY,SCHOOL HILL DR.,WOLCOTT,VT,05680,44.5371691,-72.4519013,8024726551,CE
WOODBURY,WOODBURY COMMUNITY,69 VALLEY LAKE RD.,WOODBURY,VT,05681,44.4406441,-72.4161926,8024725715,CE
WOODSTOCK,NORMAN WILLIAMS PUBLIC,10 S. PARK ST.,WOODSTOCK,VT,05091,43.6244496,-72.519024,8024572295,CE
HARTFORD/HARTFORD,HARTFORD,1587 MAPLE ST.,HARTFORD,VT,05047,43.6613339,-72.3425832,8022962568,CE
HARTFORD/QUECHEE,QUECHEE,1957 QUECHEE MAIN ST.,QUECHEE,VT,05059,43.6483252,-72.4215708,8022951232,CE
HARTFORD/WILDER,WILDER BRANCH,78 NORWICH AVENUE,WILDER,VT,05088,43.674013,-72.3071361,8022956341,BR
ALBANY,ALBANY TOWN,530 MAIN ST.,ALBANY,VT,05820,44.7350259,-72.378657,8027556107,CE
CLARENDON,BAILEY MEMORIAL,111 MOULTON AVE.,N. CLARENDON,VT,05759,43.5647286,-72.968094,8027477743,CE
DUMMERSTON,LYDIA TAFT PRATT,150 WEST ST.,WEST DUMMERSTON,VT,05357,42.9285707,-72.6131294,8022589878,CE
STOCKBRIDGE/GAYSVILL,BELCHER MEMORIAL,4452 VT RTE. 107,GAYSVILLE,VT,05746,43.7785142,-72.6980583,8022346608,CE
"""CRAFTSBURY, E.""",JOHN W. SIMPSON MEMORIAL,1972 E CRAFTSBURY RD,CRAFTSBURY COMMON,VT,05827,44.6398888,-72.3381189,8025869692,CE
"""DANVILLE, N.""",N. DANVILLE BRAINERD MEMORIAL,4215 BRUCE BADGER MEM. HWY.,N. DANVILLE,VT,05828,44.4592115,-72.0996198,-4,CE
SALISBURY,SALISBURY FREE PUBLIC,918 MAPLE ST.,SALISBURY,VT,05769,43.8964148,-73.101588,8024580747,CE
CORINTH,BLAKE MEMORIAL,676 VILLAGE RD.,E. CORINTH,VT,05040,44.0637904,-72.2220713,8024395338,CE
UNDERHILL/JERICHO,DEBORAH RAWSON MEMORIAL,8 RIVER RD.,JERICHO,VT,05465,44.5185645,-72.9470773,8028994962,CE
VT0216-001,VERSHIRE COMMUNITY,6946 RT. 113,VERSHIRE,VT,05079,43.9707554,-72.3246986,8026859982,CE
VT0217-001,WEST FAIRLEE FREE PUBLIC,380 RTE. 113,WEST FAIRLEE,VT,05083,43.9019818,-72.2632335,8023333502,CE
WEST HARTFORD,WEST HARTFORD,5133 RTE. 14,WEST HARTFORD,VT,05084,43.7123303,-72.417314,8022957992,CE
WA0002-002,BURLINGTON PUBLIC LIBRARY,820 EAST WASHINGTON AVENUE,BURLINGTON,WA,98233,48.4746998,-122.3238626,3607550760,CE
WA0003-002,CASTLE ROCK PUBLIC LIBRARY,137 COWLITZ ST W.,CASTLE ROCK,WA,98611,46.2752925,-122.9097317,3602746961,CE
WA0004-002,CATHLAMET PUBLIC LIBRARY,115 COLUMBIA ST,CATHLAMET,WA,98612,46.2009376,-123.3839345,3607953254,CE
WA0006-002,CLE ELUM (CARPENTER MEMORIAL) LIBRARY,302 PENNSYLVANIA AVE.,CLE ELUM,WA,98922,47.1961369,-120.9380799,5096742313,CE
WA0009-002,DAVENPORT PUBLIC LIBRARY,505 7TH ST,DAVENPORT,WA,99122,47.6539644,-118.1509549,5097254355,CE
WA0011-002,HARRINGTON PUBLIC LIBRARY,S 11 3RD STREET,HARRINGTON,WA,99134,47.4809455,-118.2547514,5092534345,CE
WA0012-002,KALAMA PUBLIC LIBRARY,312 N 1ST,KALAMA,WA,98625,46.0098426,-122.8452831,3606734568,CE
WA0014-002,GILMOUR MEMORIAL (KITTITAS PUBLIC) LIBRARY,200 N PIERCE ST.,KITTITAS,WA,98934,46.9846445,-120.4190211,5099680226,CE
WA0015-002,LA CONNER REGIONAL LIBRARY,520 MORRIS ST.,LA CONNER,WA,98257,48.392167,-122.4896548,3604663352,CE
WA0016-002,ODESSA PUBLIC LIBRARY,21 E. FIRST STREET,ODESSA,WA,99159,47.3338241,-118.6892337,5099822903,CE
WA0017-002,POMEROY (DENNY ASHBY) LIBRARY,856 ARLINGTON ST,POMEROY,WA,99347,46.4709049,-117.5999048,5098433710,CE
WA0019-002,REARDAN MEMORIAL LIBRARY,120 S OAK,REARDAN,WA,99029,47.669148,-117.8819725,5099949997,CE
WA0020-002,RITZVILLE PUBLIC LIBRARY,302 W MAIN AVE,RITZVILLE,WA,99169,47.1260504,-118.3818359,5096591222,CE
WA0021-002,ROSLYN PUBLIC LIBRARY,201 S. FIRST ST.,ROSLYN,WA,98941,47.221872,-120.9923307,5096493420,CE
WA0022-002,SPRAGUE PUBLIC LIBRARY,119 WEST SECOND,SPRAGUE,WA,99032,47.2993865,-117.9766386,5092572662,CE
WA0023-002,WAITSBURG (WELLER) PUBLIC LIBRARY,212 MAIN STREET,WAITSBURG,WA,99361,46.2700718,-118.1550063,5093378149,CE
WA0024-002,WILBUR (HESSELTINE) PUBLIC LIBRARY,14 NW DIVISION,WILBUR,WA,99185,47.7585871,-118.7047577,5096475828,CE
WA0026-002,LOPEZ ISLAND LIBRARY,2225 FISHERMAN BAY RD,LOPEZ ISLAND,WA,98261,48.521696,-122.9099425,3604682265,CE
WA0028-002,OCEAN SHORES PUBLIC LIBRARY,573 POINT BROWN AVE NW,OCEAN SHORES,WA,98569,47.0012014,-124.1607949,3602893919,CE
WA0029-002,ORCAS ISLAND LIBRARY,500 ROSE STREET,EASTSOUND,WA,98245,48.6972323,-122.9043949,3603764985,CE
WA0031-002,SAN JUAN ISLAND LIBRARY,1010 GUARD STREET,FRIDAY HARBOR,WA,98250,48.5362775,-123.030383,3603782798,CE
WA0032-002,ANACORTES PUBLIC LIBRARY,1220 10TH ST,ANACORTES,WA,98221,48.5142929,-122.616559,3602931910,CE
WA0033-002,DOWNTOWN BRANCH,417 SYCAMORE ST.,CLARKSTON,WA,99403,46.4126557,-117.0438927,5097585454,CE
WA0033-004,HEIGHTS BRANCH LIBRARY,2036 4TH AVE.,CLARKSTON,WA,99403,46.3926875,-117.082042,5097584601,BR
WA0034-002,CAMAS PUBLIC LIBRARY,625 NE 4TH AVENUE,CAMAS,WA,98607,45.5868674,-122.4021924,3608344692,CE
WA0035-002,ELLENSBURG PUBLIC LIBRARY,209 NORTH RUBY STREET,ELLENSBURG,WA,98926,46.9940383,-120.5445043,5099627252,CE
WA0037-002,GRANDVIEW LIBRARY,500 W. MAIN STREET,GRANDVIEW,WA,98930,46.2560093,-119.9076689,5098827034,CE
WA0038-002,JEFFERSON COUNTY LIBRARY,620 CEDAR AVENUE,PORT HADLOCK,WA,98339,48.0327435,-122.7716667,3603856544,CE
WA0039-002,KELSO PUBLIC LIBRARY,"351 THREE RIVERS DRIVE, SUITE 1263",KELSO,WA,98626,46.1401172,-122.9015656,3604238110,CE
WA0040-002,MOUNT VERNON CITY LIBRARY,315 SNOQUALMIE ST.,MOUNT VERNON,WA,98273,48.4157467,-122.3383229,3603366249,CE
WA0041-003,CALISPEL VALLEY LIBRARY,107 1ST AVE,CUSICK,WA,99119,48.3366369,-117.2947456,8003663654,BR
WA0041-004,IONE PUBLIC LIBRARY,"210 BLACKWELL, SUITE 1",IONE,WA,99139,48.74051,-117.41892,8003663654,BR
WA0041-005,METALINES COMMUNITY LIBRARY,302 PARK ST,METALINE FALLS,WA,99153,48.860965,-117.3743281,8003663654,BR
WA0041-006,NEWPORT PUBLIC LIBRARY,116 S WASHINGTON AVENUE,NEWPORT,WA,99156,48.180658,-117.0440025,8003663654,CE
WA0042-002,PORT TOWNSEND PUBLIC LIBRARY,1220 LAWRENCE STREET,PORT TOWNSEND,WA,98368,48.1162877,-122.7634066,3603853181,CE
WA0043-002,PULLMAN (NEILL) PUBLIC LIBRARY,210 N GRAND AVENUE,PULLMAN,WA,99163,46.7307777,-117.1807872,5093343595,CE
WA0044-002,PUYALLUP PUBLIC LIBRARY,324 S MERIDIAN,PUYALLUP,WA,98371,47.1897105,-122.2937317,2538415454,CE
WA0047-002,BURBANK LIBRARY,875 LAKE ROAD,BURBANK,WA,99323,46.2095758,-118.992335,5095273284,BR
WA0047-003,TOUCHET LIBRARY,161 HANSON ROAD,TOUCHET,WA,99360,46.0434204,-118.6744952,5095273284,BR
WA0047-005,PRESCOTT LIBRARY,103 D ST.,PRESCOTT,WA,99348,46.299418,-118.3147527,5095273284,BR
WA0047-009,COLLEGE PLACE LIBRARY,"1605 SE MEADOWBROOK BLVD., STE 7",COLLEGE PLACE,WA,99324,46.0342138,-118.3816594,5095273284,BR
WA0048-002,COLFAX LIBRARY,102 S. MAIN,COLFAX,WA,99111,46.8808067,-117.3648068,5093974366,CE
WA0048-003,ALBION BRANCH LIBRARY,310 F STREET,ALBION,WA,99102,46.7935108,-117.2505384,5093325095,BR
WA0048-004,COLTON BRANCH LIBRARY,706 BROADWAY,COLTON,WA,99113,46.5679725,-117.127831,5092293887,BR
WA0048-005,ENDICOTT BRANCH LIBRARY,324 E STREET,ENDICOTT,WA,99125,46.9276397,-117.6848845,5096573429,BR
WA0048-006,FARMINGTON BRANCH LIBRARY,E. 203 MAIN,FARMINGTON,WA,99128,47.0900436,-117.0456625,5092872500,BR
WA0048-007,GARFIELD BRANCH LIBRARY,109 N. THIRD,GARFIELD,WA,99130,47.0071593,-117.1410951,5096351490,BR
WA0048-008,LACROSSE BRANCH LIBRARY,107 S MAIN,LACROSSE,WA,99143,46.8157396,-117.8795646,5096351490,BR
WA0048-009,OAKESDALE BRANCH LIBRARY,E 102 STEPTOE,OAKESDALE,WA,99158,47.1282973,-117.2425033,5092854310,BR
WA0048-010,PALOUSE BRANCH LIBRARY,120 E MAIN,PALOUSE,WA,99161,46.909808,-117.076063,5098781513,BR
WA0048-011,ROSALIA BRANCH LIBRARY,402 S. WHITMAN AVE.,ROSALIA,WA,99170,47.2368785,-117.3697967,5095233109,BR
WA0048-012,ST. JOHN BRANCH LIBRARY,1 EAST FRONT STREET,ST. JOHN,WA,99171,47.0918811,-117.5811614,5096483319,BR
WA0048-013,TEKOA BRANCH LIBRARY,S. 139 CROSBY,TEKOA,WA,99033,47.22258,-117.0730275,5092843121,BR
WA0048-014,UNIONTOWN BRANCH LIBRARY,110 S MONTGOMERY,UNIONTOWN,WA,99179,46.539059,-117.0875046,5092293880,BR
WA0048-017,MALDEN BRANCH LIBRARY,205 SW MORELAND,MALDEN,WA,99149,47.2286918,-117.4759853,5095693609,BR
WA0050-002,CENTRAL LIBRARY,210 CENTRAL AVE,BELLINGHAM,WA,98225,48.7539126,-122.4788731,3607787323,CE
WA0050-003,FAIRHAVEN BRANCH LIBRARY,1117 12TH STREET,BELLINGHAM,WA,98225,48.721436,-122.5021925,3607787188,BR
WA0050-004,BARKLEY BRANCH LIBRARY,"3111 NEWMARKET ST., SUITE 103",BELLINGHAM,WA,98226,48.7719398,-122.4435695,3607787290,BR
WA0050-005,BELLIS FAIR BRANCH LIBRARY,1 BELLIS FAIR PARKWAY SUITE 616,BELLINGHAM,WA,98226,48.78373369,-122.491224,3607787320,BR
WA0051-002,MAIN LIBRARY,2702 HOYT AVENUE,EVERETT,WA,98201,47.981682,-122.2099974,4252578000,CE
WA0051-003,EVERGREEN BRANCH LIBRARY,9512 EVERGREEN WAY,EVERETT,WA,98204,47.9117317,-122.237585,4252578250,BR
WA0052-002,LONGVIEW PUBLIC LIBRARY,1600 LOUISIANA STREET,LONGVIEW,WA,98632,46.1402462,-122.9383915,3604425300,CE
WA0053-003,CLALLAM BAY BRANCH LIBRARY,16990 HWY 112,CLALLAM BAY,WA,98326,48.2517734,-124.2602248,3609632414,BR
WA0053-004,FORKS BRANCH LIBRARY,171 S. FORKS AVENUE,FORKS,WA,98331,47.9493249,-124.3854082,3603746402,BR
WA0053-005,SEQUIM BRANCH LIBRARY,630 N. SEQUIM AVENUE,SEQUIM,WA,98382,48.0858455,-123.1022755,3606831161,BR
WA0053-006,PORT ANGELES MAIN LIBRARY,2210 S. PEABODY STREET,PORT ANGELES,WA,98362,48.1061135,-123.4383625,3604178500,CE
WA0055-002,RICHLAND PUBLIC LIBRARY,955 NORTHGATE DR,RICHLAND,WA,99352,46.2799498,-119.2780549,5099427446,CE
WA0056-002,WALLA WALLA PUBLIC LIBRARY,238 E. ALDER STREET,WALLA WALLA,WA,99362,46.0674995,-118.3344945,5095274550,CE
WA0057-002,BLAINE LIBRARY,610 3RD STREET,BLAINE,WA,98230,48.994741,-122.7497626,3603053637,BR
WA0057-003,DEMING LIBRARY,5044 MT. BAKER HIGHWAY,DEMING,WA,98244,48.824818,-122.2147847,3605922422,BR
WA0057-004,EVERSON LIBRARY,104 KIRSCH DRIVE,EVERSON,WA,98247,48.9195179,-122.3413908,3609665100,BR
WA0057-005,FERNDALE LIBRARY,2125 MAIN STREET,FERNDALE,WA,98226,48.8482406,-122.5965129,3603843647,BR
WA0057-007,ISLAND LIBRARY,2144 SOUTH NUGENT ROAD,LUMMI ISLAND,WA,98262,48.719652,-122.6827824,3607587145,BR
WA0057-008,LYNDEN LIBRARY,216 4TH STREET,LYNDEN,WA,98264,48.9447127,-122.4528938,3603544883,BR
WA0057-009,NORTH FORK LIBRARY,7506 KENDALL RD,MAPLE FALLS,WA,98266,48.9171875,-122.138242,3605992020,BR
WA0057-012,SUMAS LIBRARY,451 2ND STREET,SUMAS,WA,98295,48.9982794,-122.2594903,3609882501,BR
WA0057-014,POINT ROBERTS LIBRARY,1487 GULF RD,POINT ROBERTS,WA,98281,48.9846462,-123.0741963,3609456545,BR
WA0057-015,SOUTH WHATCOM LIBRARY,10 BARN VIEW CT.,BELLINGHAM,WA,98229,48.7164935,-122.3233667,3603053632,BR
WA0057-017,BIRCH BAY VOGT COMMUNITY LIBRARY,7968 BIRCH BAY DRIVE,BLAINE,WA,98230,48.9304344,-122.7456012,3603053600,BR
WA0058-002,VANCOUVER COMMUNITY LIBRARY,901 C STREET,VANCOUVER,WA,98660,45.628522,-122.6694426,3609065106,BR
WA0058-003,BATTLE GROUND COMMUNITY LIBRARY,1207 SE 8TH WAY,BATTLE GROUND,WA,98604,45.7747825,-122.524007,3606872322,BR
WA0058-004,GOLDENDALE COMMUNITY LIBRARY,131 WEST BURGEN,GOLDENDALE,WA,98620,45.8200431,-120.8242759,5097734487,BR
WA0058-005,VANCOUVER MALL COMMUNITY LIBRARY,8700 NE VANCOUVER MALL DRIVE,VANCOUVER,WA,98662,45.658076,-122.584291,3608928256,BR
WA0058-006,NORTH BONNEVILLE COMMUNITY LIBRARY,214 CBD MALL,NORTH BONNEVILLE,WA,98639,45.6379665,-121.9758023,5094274439,BR
WA0058-008,STEVENSON COMMUNITY LIBRARY,120 NW VANCOUVER AVENUE,STEVENSON,WA,98648,45.6955565,-121.8816848,5094275471,BR
WA0058-009,WASHOUGAL COMMUNITY LIBRARY,1661 C STREET,WASHOUGAL,WA,98671,45.5792575,-122.354177,3608355393,BR
WA0058-010,WHITE SALMON VALLEY COMMUNITY LIBRARY,77 NE WAUNA AVENUE,WHITE SALMON,WA,98672,45.7278742,-121.4828113,5094931132,BR
WA0058-012,RIDGEFIELD COMMUNITY LIBRARY,210 NORTH MAIN AVENUE,RIDGEFIELD,WA,98642,45.8168983,-122.7461261,3608878281,BR
WA0058-013,WOODLAND COMMUNITY LIBRARY,770 PARK STREET,WOODLAND,WA,98674,45.903824,-122.7473731,3602252115,BR
WA0058-016,CASCADE PARK COMMUNITY LIBRARY,600 NE 136TH AVENUE,VANCOUVER,WA,98684,45.62564,-122.5346875,3602567782,BR
WA0058-017,THREE CREEKS COMMUNITY LIBRARY,800-C TENNEY ROAD,VANCOUVER,WA,98685,45.7212136,-122.665396,3605719696,BR
WA0058-018,LA CENTER COMMUNITY LIBRARY,1411 NE LOCKWOOD CREEK ROAD,LA CENTER,WA,98629,45.8622982,-122.6564474,3606191800,BR
WA0058-019,YACOLT LIBRARY EXPRESS,105 E. YACOLT RD.,YACOLT,WA,98675,45.8667594,-122.4061392,3609065106,BR
WA0058-020,YALE VALLEY LIBRARY EXPRESS,11842 LEWIS RIVER ROAD,ARIEL,WA,98603,45.9954075,-122.381092,3609065106,BR
WA0059-003,BELLEVUE LIBRARY,1111 110TH AVENUE NE,BELLEVUE,WA,98004,47.6202715,-122.1936757,4254501765,BR
WA0059-004,BLACK DIAMOND LIBRARY,24707 ROBERTS DRIVE,BLACK DIAMOND,WA,98010,47.312163,-122.0127126,3608861105,BR
WA0059-005,BOTHELL LIBRARY,18215 98TH AVENUE NE,BOTHELL,WA,98011,47.7602187,-122.2097359,4254867811,BR
WA0059-006,BOULEVARD PARK LIBRARY,12015 ROSEBERG AVENUE S,SEATTLE,WA,98168,47.4952193,-122.3076268,2062428662,BR
WA0059-007,BURIEN LIBRARY,400 SW 152ND STREET,BURIEN,WA,98166,47.4668921,-122.3396183,2062433490,BR
WA0059-008,CARNATION LIBRARY,4804 TOLT AVENUE,CARNATION,WA,98014,47.650537,-121.9124613,4253334398,BR
WA0059-010,DES MOINES LIBRARY,21620 11TH AVENUE S,DES MOINES,WA,98198,47.4081327,-122.3198821,2068246066,BR
WA0059-011,DUVALL LIBRARY,15619 NE MAIN STREET,DUVALL,WA,98019,47.7412749,-121.9860451,4257881173,BR
WA0059-012,FAIRWOOD LIBRARY,17009 140TH AVENUE SE,RENTON,WA,98058,47.4507324,-122.1540041,4252260522,BR
WA0059-013,FALL CITY LIBRARY,33415 SE 42ND PLACE,FALL CITY,WA,98024,47.5689175,-121.8938674,4252225951,BR
WA0059-014,FEDERAL WAY 320TH LIBRARY,848 S 320TH STREET,FEDERAL WAY,WA,98003,47.3151875,-122.320892,2538390257,BR
WA0059-015,LAKE FOREST PARK LIBRARY,17171 BOTHELL WAY NE,LAKE FOREST PARK,WA,98155,47.7524942,-122.2792231,2063628860,BR
WA0059-016,TUKWILA LIBRARY,14380 TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98168,47.4747232,-122.2840655,2062421640,BR
WA0059-017,ISSAQUAH LIBRARY,10 W SUNSET WAY,ISSAQUAH,WA,98027,47.5301693,-122.0369886,4253925430,BR
WA0059-018,KENMORE LIBRARY,6531 NE 181ST STREET,KENMORE,WA,98028,47.7595302,-122.2522544,4254868747,BR
WA0059-019,KENT LIBRARY,212 2ND AVE N,KENT,WA,98032,47.382609,-122.2347525,2538593330,BR
WA0059-020,KINGSGATE LIBRARY,12315 NE 143RD STREET,KIRKLAND,WA,98034,47.7300025,-122.176328,4258217686,BR
WA0059-021,KIRKLAND LIBRARY,308 KIRKLAND AVENUE,KIRKLAND,WA,98033,47.675532,-122.202975,4258222459,BR
WA0059-022,LAKE HILLS LIBRARY,15590 LAKE HILLS BLVD.,BELLEVUE,WA,98007,47.6033346,-122.131511,4257473350,BR
WA0059-023,MAPLE VALLEY LIBRARY,21844 SE 248TH STREET,MAPLE VALLEY,WA,98038,47.379673,-122.0485371,4254324620,BR
WA0059-024,MERCER ISLAND LIBRARY,4400 88TH AVENUE SE,MERCER ISLAND,WA,98040,47.5669565,-122.2215575,2062363537,BR
WA0059-025,MUCKLESHOOT LIBRARY,39917 AUBURN ENUMCLAW ROAD SE,AUBURN,WA,98092,47.2446552,-122.1134059,2539316779,BR
WA0059-026,NEWPORT WAY LIBRARY,14250 SE NEWPORT WAY,BELLEVUE,WA,98006,47.5701462,-122.1491731,4257472390,BR
WA0059-027,NORTH BEND LIBRARY,115 E 4TH STREET,NORTH BEND,WA,98045,47.4971064,-121.7831141,4258880554,BR
WA0059-029,REDMOND LIBRARY,15990 NE 85TH STREET,REDMOND,WA,98052,47.6785675,-122.128089,4258851861,BR
WA0059-030,RICHMOND BEACH LIBRARY,19601 21ST AVENUE NW,SHORELINE,WA,98177,47.7719029,-122.384128,2065463522,BR
WA0059-031,SHORELINE LIBRARY,345 NE 175TH ST,SHORELINE,WA,98155,47.7558625,-122.324763,2063627550,BR
WA0059-032,SKYKOMISH LIBRARY,100 FIFTH STREET,SKYKOMISH,WA,98288,47.7084181,-121.3609263,3606772660,BR
WA0059-033,SKYWAY LIBRARY,7614 S 126TH STREET,SEATTLE,WA,98178,47.4906954,-122.2376212,2067725541,BR
WA0059-034,SNOQUALMIE LIBRARY,7824 CENTER BLVD SE,SNOQUALMIE,WA,98065,47.5297169,-121.8725668,4258881223,BR
WA0059-036,VALLEY VIEW LIBRARY,17850 MILITARY ROAD S,SEATAC,WA,98188,47.4432065,-122.2737439,2062426044,BR
WA0059-037,VASHON LIBRARY,17210 VASHON HIGHWAY SW,VASHON ISLAND,WA,98070,47.450839,-122.4604425,2064632069,BR
WA0059-039,WHITE CENTER LIBRARY,11220 16TH AVENUE SW,SEATTLE,WA,98146,47.501923,-122.3551425,2062430233,BR
WA0059-040,FEDERAL WAY LIBRARY,34200 1ST WAY SOUTH,FEDERAL WAY,WA,98003,47.2950253,-122.331959,2538383668,BR
WA0059-041,COVINGTON LIBRARY,27100 164TH AVENUE SE,COVINGTON,WA,98042,47.3590575,-122.1230003,2536308761,BR
WA0059-042,ALGONA-PACIFIC LIBRARY,255 ELLINGSON ROAD,PACIFIC,WA,98047,47.2719486,-122.2536397,2538333554,BR
WA0059-043,WOODINVILLE LIBRARY,17105 AVONDALE ROAD NE,WOODINVILLE,WA,98072,47.7514506,-122.0813179,4257880733,BR
WA0059-045,SAMMAMISH LIBRARY,825 228TH AVENUE NE,SAMMAMISH,WA,98074,47.61684,-122.0355775,4258368793,BR
WA0059-046,AUBURN LIBRARY,1102 AUBURN WAY SOUTH,AUBURN,WA,98002,47.2981854,-122.2189071,2539313018,BR
WA0059-049,WOODMONT LIBRARY,26809 PACIFIC HWY S,DES MOINES,WA,98198,47.360967,-122.3078666,2538390121,BR
WA0059-051,CROSSROADS LIBRARY,"15600 NE 8TH STREET, SUITE K-11",BELLEVUE,WA,98008,47.620033,-122.13082,4256446203,BR
WA0059-052,SOUTHCENTER LIBRARY,1115 SOUTHCENTER MALL #384,TUKWILA,WA,98188,47.4580058,-122.2561707,2062426044,BR
WA0059-053,GREENBRIDGE LIBRARY,9720 8TH AVE SW,SEATTLE,WA,98106,47.5159792,-122.3452865,2067621682,BR
WA0059-054,RENTON LIBRARY,100 MILL AVENUE SOUTH,RENTON,WA,98057,47.4817908,-122.2029946,4254306610,BR
WA0059-055,RENTON HIGHLANDS LIBRARY,2902 NE 12TH ST,RENTON,WA,98056,47.5031175,-122.1808,4254306790,BR
WA0059-056,LIBRARY EXPRESS @ REDMOND RIDGE,10735 CEDAR PARK CRESCENT NE,REDMOND,WA,98053,47.6932177,-122.0450195,4258851861,BR
WA0059-057,ENUMCLAW LIBRARY,1700 1ST STREET,ENUMCLAW,WA,98022,47.2032012,-121.9871204,3608252045,BR
WA0059-058,NEWCASTLE LIBRARY,12901 NEWCASTLE WAY,NEWCASTLE,WA,98056,47.5379404,-122.1672382,4252550111,BR
WA0059-059,KENT PANTHER LAKE,20500 108TH AVENUE SE,KENT,WA,98031,47.4184146,-122.1970176,2538540211,BR
WA0060-002,SYLVAN WAY LIBRARY,1301 SYLVAN WAY,BREMERTON,WA,98310,47.5955725,-122.624905,3604059100,CE
WA0060-003,BAINBRIDGE ISLAND LIBRARY,1270 MADISON N.,BAINBRIDGE ISLAND,WA,98110,47.6352464,-122.520995,2068424162,BR
WA0060-005,BREMERTON  DR. MARTIN LUTHER KING JR. LIBRARY,612 5TH ST.,BREMERTON,WA,98337,47.5665675,-122.628451,3603773955,BR
WA0060-006,KINGSTON LIBRARY,26159 DULAY RD NE,KINGSTON,WA,98346,47.799663,-122.5020074,3602973330,BR
WA0060-007,LITTLE BOSTON LIBRARY,31980 LITTLE BOSTON RD. NE,KINGSTON,WA,98346,47.8524598,-122.5701519,3602972670,BR
WA0060-008,MANCHESTER LIBRARY,8067 E. MAIN ST.,MANCHESTER,WA,98353,47.5556675,-122.545372,3608713921,BR
WA0060-009,PORT ORCHARD LIBRARY,87 SIDNEY ST.,PORT ORCHARD,WA,98366,47.5424563,-122.6361987,3608762224,BR
WA0060-010,POULSBO LIBRARY,700 NE LINCOLN ST.,POULSBO,WA,98370,47.7356194,-122.6400705,3607792915,BR
WA0060-011,SILVERDALE LIBRARY,3450 NW CARLTON ST.,SILVERDALE,WA,98383,47.6460474,-122.696308,3606922997,BR
WA0061-002,BASIN CITY BRANCH LIBRARY,50-A N. CANAL BLVD.,BASIN CITY,WA,99343,46.5915539,-119.144148,5092694201,BR
WA0061-003,BENTON CITY BRANCH LIBRARY,810 HORNE ROAD,BENTON CITY,WA,99320,46.2675,-119.484954,5095886471,BR
WA0061-004,CONNELL BRANCH LIBRARY,118 N. COLUMBIA,CONNELL,WA,99326,46.6607521,-118.8612785,5092344971,BR
WA0061-005,KAHLOTUS BRANCH LIBRARY,255 WESTON,KAHLOTUS,WA,99335,46.6421925,-118.554085,5092823493,BR
WA0061-006,KENNEWICK BRANCH LIBRARY,1620 S. UNION,KENNEWICK,WA,99338,46.194194,-119.1803975,5097837878,BR
WA0061-007,MERRILL'S CORNER BRANCH LIBRARY,5240 ELTOPIA WEST RD,ELTOPIA,WA,99330,46.4598575,-119.113262,5092974341,BR
WA0061-008,PASCO BRANCH LIBRARY,1320 W. HOPKINS,PASCO,WA,99301,46.2304576,-119.1068992,5095451019,BR
WA0061-011,WEST RICHLAND BRANCH LIBRARY,3803 W. VAN GIESEN,WEST RICHLAND,WA,99353,46.2968971,-119.3380997,5099673191,BR
WA0061-013,OTHELLO BRANCH LIBRARY,101 E. MAIN STREET,OTHELLO,WA,99344,46.826189,-119.173761,5094889683,BR
WA0061-015,KEEWAYDIN PARK BRANCH LIBRARY,405 S. DAYTON,KENNEWICK,WA,99336,46.20436,-119.1229825,5095863156,BR
WA0061-016,PROSSER BRANCH LIBRARY,902 7TH STREET,PROSSER,WA,99350,46.2044687,-119.7656935,5097862533,BR
WA0061-017,WEST PASCO BRANCH LIBRARY,7525 WRIGLEY DRIVE,PASCO,WA,99301,46.274721,-119.1891899,5095468055,BR
WA0062-003,BRIDGEPORT PUBLIC LIBRARY,1206 COLUMBIA ST,BRIDGEPORT,WA,98813,48.0095773,-119.6739656,5096867281,BR
WA0062-004,CASHMERE PUBLIC LIBRARY,300 WOODRING ST,CASHMERE,WA,98815,47.5228699,-120.4677763,5097823314,BR
WA0062-005,CHELAN PUBLIC LIBRARY,216 N EMERSON ST,CHELAN,WA,98816,47.8414443,-120.0168061,5096825131,BR
WA0062-006,COULEE CITY PUBLIC LIBRARY,405 W MAIN ST,COULEE CITY,WA,99115,47.6111126,-119.293377,5096328751,BR
WA0062-007,ENTIAT PUBLIC LIBRARY,14138 KINZEL ST,ENTIAT,WA,98822,47.6769492,-120.2093889,5097841517,BR
WA0062-008,EPHRATA PUBLIC LIBRARY,45 ALDER NW,EPHRATA,WA,98823,47.3207373,-119.5498205,5097543971,BR
WA0062-009,GRAND COULEE PUBLIC LIBRARY,225 FEDERAL ST,GRAND COULEE,WA,99133,47.9389084,-119.0031669,5096630972,BR
WA0062-010,LEAVENWORTH PUBLIC LIBRARY,700 HIGHWAY 2,LEAVENWORTH,WA,98826,47.5948417,-120.6640416,5095487923,BR
