STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,EBOOK,F_EBOOK,AUDIO_PH,F_AUD_PH,AUDIO_DL,F_AUD_DL,VIDEO_PH,F_VID_PH,VIDEO_DL,F_VID_DL,TOTPHYS,F_TOTPHY,OTHPHYS,F_OTHPHY,EC_LO_OT,F_EC_L_O,EC_ST,F_EC_ST,ELECCOLL,F_ELECOL,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,ODFINE,TOTCIR,F_TOTCIR,KIDCIRCL,F_KIDCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,ELINFO,F_ELINFO,ELCONT,F_ELCONT,TOTCOLL,F_TOTCOL,OTHPHCIR,F_OTHPCR,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,K0_5PRO,K6_11PRO,YAPRO,F_YAPRO,ADULTPRO,GENPRO,ONPRO,OFFPRO,VIRPRO,TOTATTEN,F_TOTATT,K0_5ATTEN,K6_11ATTEN,YAATTEN,F_YAATT,ADULTATTEN,GENATTEN,ONATTEN,OFFATTEN,VIRATTEN,TOTPRES,TOTVIEWS,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,PITUSRRPT,WIFISESS,F_WIFISS,WIFISRPT,WEBVISIT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,LSAGEOID,LSAGEORATIO,LSAGEOTYPE,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
AK,AK0017,AK0017-003,CRAIG PUBLIC LIBRARY,504 THIRD STREET,CRAIG,99921,M,P.O. BOX 769,CRAIG,99921,M,PR WALES-OUTER KE,9078263281,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,992,R_23,992,1,R_23,0,R_23,0,R_23,0,R_23,1,R_23,0.82,R_23,1.82,R_23,121487,R_23,7000,R_23,0,R_23,40000,R_23,168487,R_23,-9,H_23,-9,H_23,-9,H_23,6500,R_23,1270,R_23,3150,R_23,10920,R_23,-9,H_23,146706,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,11363,R_23,22604,R_23,456,R_23,12020,R_23,3513,R_23,0,R_23,15350,R_23,18,R_23,0,R_23,49,R_23,49,R_23,2304,R_23,8242,R_23,CT,1560,R_23,ES,2025,R_23,Y,1651,R_23,326,R_23,1641,R_23,10,R_23,1092,R_23,2733,R_23,2743,R_23,10,R_23,0,R_23,510,R_23,116,R_23,56,22,22,R_23,16,0,100,16,0,852,R_23,332,150,118,R_23,252,0,542,310,0,0,0,3,R_23,1205,R_23,CT,7200,R_23,ES,-1,2024,08,1,00,00,00,-133.1514427,55.47607867,217740,0.958,PLACE,5696,43,43,02198000200,021980002003031,0200,-4,N,E,96.5,STREETADDRESS
AK,AK0019,AK0019-002,DELTA COMMUNITY LIBRARY,2291 DEBORAH STREET,DELTA JUNCTION,99737,M,P.O. BOX 229,DELTA JUNCTION,99737,M,SE FAIRBANKS,9078954102,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,983,R_23,983,1,R_23,0,R_23,0,R_23,0,R_23,1,R_23,2.65,R_23,3.65,R_23,246887,R_23,7000,R_23,0,R_23,8652,R_23,262539,R_23,159940,R_23,46663,R_23,206603,R_23,11345,R_23,1036,R_23,5951,R_23,18332,R_23,75517,R_23,300452,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,13048,R_23,22604,R_23,589,R_23,12020,R_23,3538,R_23,0,R_23,17391,R_23,216,R_23,0,R_23,49,R_23,49,R_23,2392,R_23,37831,R_23,CT,2444,R_23,ES,2964,R_23,N,40118,R_23,23935,R_23,6711,R_23,33407,R_23,908,R_23,7619,R_23,41026,R_23,957,R_23,36,R_23,788,R_23,185,R_23,112,43,3,R_23,23,4,184,1,0,6344,R_23,3091,1820,128,R_23,490,815,6253,91,0,0,0,7,R_23,2467,R_23,CT,7959,R_23,CT,-1,2024,08,1,00,00,00,-145.734613,64.0468044,218620,1.071,PLACE,7077,43,43,02240000400,022400004001070,0200,-4,N,E,97.87,STREETADDRESS
AK,AK0020,AK0020-002,DILLINGHAM PUBLIC LIBRARY,306 D STREET WEST,DILLINGHAM,99576,M,P.O. BOX 870,DILLINGHAM,99576,M,DILLINGHAM,9078425610,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,2222,R_23,2222,1,R_23,0,R_23,0,R_23,0,R_23,2.95,R_23,0,R_23,2.95,R_23,191864,R_23,13022,R_23,13371,R_23,7639,R_23,225896,R_23,124884,R_23,33785,R_23,158669,R_23,4029,R_23,1998,R_23,3470,R_23,9497,R_23,107599,R_23,275765,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,42641,E_23,22604,R_23,0,IP22,12020,R_23,8494,IG22,0,R_23,51135,IT23,0,R_23,0,R_23,49,R_23,49,R_23,1560,R_23,4540,IG22,CT,30,R_23,ES,4082,IG22,Y,7907,IT23,5417,IQ23,967,R_23,6940,IB23,2445,R_23,3412,R_23,10352,IT23,0,R_23,0,R_23,0,R_23,-1,U_23,-1,-1,-1,U_23,-1,-1,-1,0,0,-1,U_23,-1,-1,-1,U_23,-1,-1,-1,0,0,-1,-1,5,R_23,463,ID23,CT,4860,R_23,CT,-1,2024,08,2,00,00,00,-158.4634525,59.04064089,218950,0.988,PLACE,4607,43,43,02070000200,020700002001020,0200,-4,N,E,99.04,STREETADDRESS
AK,AK0021,AK0021-002,EAGLE PUBLIC LIBRARY,4TH & AMUNDSEN,EAGLE,99738,M,P.O. BOX 45,EAGLE,99738,M,SE FAIRBANKS,9075472334,NO,NP,SO,Y,PL1,N,07/01/2022,06/30/2023,76,R_23,76,1,R_23,0,R_23,0,R_23,0,R_23,0.45,R_23,0.43,R_23,0.88,R_23,2000,R_23,7000,R_23,0,R_23,4050,R_23,13050,R_23,-9,H_23,-9,H_23,-9,H_23,1000,R_23,200,R_23,2300,R_23,3500,R_23,-9,H_23,14000,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,10009,R_23,22604,R_23,195,R_23,0,R_23,3973,R_23,0,R_23,15240,R_23,1063,R_23,0,R_23,49,R_23,49,R_23,561,R_23,982,R_23,ES,2,R_23,ES,190,R_23,N,3544,R_23,4,R_23,198,R_23,3346,R_23,84,R_23,282,R_23,3628,R_23,0,R_23,0,R_23,0,R_23,4,R_23,0,1,1,R_23,1,1,3,1,0,31,R_23,0,7,0,R_23,12,12,24,7,0,0,0,3,R_23,423,R_23,ES,4654,R_23,ES,-1,2024,08,1,00,00,00,-141.2084499,64.78697004,220380,0.916,PLACE,7077,43,43,02240000100,022400001001051,0200,-4,N,E,95.12,STREETINT
AK,AK0023,AK0023-002,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES,1215 COWLES STREET,FAIRBANKS,99701,4313,1215 COWLES STREET,FAIRBANKS,99701,4313,FAIRBANKS NORTH STAR,9074591022,NO,CO,MO,Y,CO1,N,07/01/2022,06/30/2023,96747,R_23,96747,1,R_23,1,R_23,1,R_23,13.5,R_23,15.23,R_23,33.75,R_23,48.98,R_23,5876314,R_23,21000,R_23,14329,R_23,65359,R_23,5977002,R_23,3037303,R_23,1717533,R_23,4754836,R_23,305136,R_23,326299,R_23,37773,R_23,669208,R_23,535079,R_23,5959123,R_23,7158666,R_23,0,R_23,0,R_23,3563100,R_23,10721766,R_23,2076041,R_23,270851,R_23,810627,R_23,22197,R_23,564501,R_23,38178,R_23,69196,R_23,331275,R_23,49,R_23,21,R_23,49,R_23,70,R_23,6070,R_23,246429,R_23,CT,44096,R_23,ES,46987,R_23,N,523775,R_23,188895,R_23,132370,R_23,391405,R_23,192921,R_23,325291,R_23,716696,R_23,4049,R_23,714,R_23,670,R_23,437,R_23,245,65,41,R_23,29,57,431,0,6,13806,R_23,6630,2045,947,R_23,637,3547,13695,0,111,0,0,63,R_23,15933,R_23,CT,0,R_23,CT,45619,2024,08,1,00,00,00,-147.7384145,64.8387296,02090,1.011,COUNTY,94840,13,13,02090000100,020900001002027,0200,21820,0,E,100,POINTADDRESS
AK,AK0025,AK0025-002,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,299 ANTOSKI ROAD,GALENA,99741,M,P.O. BOX 299,GALENA,99471,M,YUKON-KOYUKUK,9076561883,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,435,R_23,435,1,R_23,0,R_23,0,R_23,0,R_23,0.38,R_23,0,R_23,0.38,R_23,19366,R_23,7000,R_23,10000,R_23,0,R_23,36366,R_23,-9,H_23,-9,H_23,-9,H_23,2374,R_23,0,R_23,1126,R_23,3500,R_23,-9,H_23,34090,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,8921,R_23,0,R_23,128,R_23,0,R_23,868,R_23,0,R_23,9917,R_23,0,R_23,0,R_23,49,R_23,49,R_23,700,R_23,2639,R_23,ES,45,R_23,ES,547,R_23,N,7696,R_23,3144,R_23,0,R_23,7696,R_23,479,R_23,479,R_23,8175,R_23,0,R_23,0,R_23,32,R_23,407,R_23,25,228,40,R_23,112,2,398,9,0,6695,R_23,200,5016,360,R_23,831,288,6632,63,0,-1,-1,1,R_23,458,R_23,ES,0,R_23,ES,-4,2024,08,1,00,00,00,-156.8787975,64.74584974,227530,0.922,PLACE,5129,43,43,02290000300,022900003002023,0200,-4,N,E,100,MANUAL
AK,AK0027,AK0027-002,COPPER VALLEY COMMUNITY LIBRARY,MILE 186 GLENN HIGHWAY,GLENNALLEN,99588,M,P.O. BOX 173,GLENNALLEN,99588,M,VALDEZ-CORDOVA,9078225427,NO,NP,SO,N,PL1,N,07/01/2022,06/30/2023,427,R_23,427,1,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,7000,R_23,0,R_23,39559,R_23,46559,R_23,-9,H_23,-9,H_23,-9,H_23,5614,R_23,481,R_23,1162,R_23,7257,R_23,-9,H_23,38778,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,23218,R_23,22604,R_23,1123,R_23,12020,R_23,3254,R_23,0,R_23,27595,IT23,0,IK22,0,R_23,49,R_23,49,R_23,600,R_23,2268,R_23,ES,1272,R_23,ES,705,R_23,N,6923,R_23,2565,R_23,989,R_23,5934,R_23,470,R_23,1459,R_23,7393,R_23,0,R_23,0,R_23,132,R_23,2,R_23,1,1,0,R_23,0,0,2,0,0,7,R_23,6,1,0,R_23,0,0,7,0,0,0,0,2,R_23,185,ID23,ES,2854,R_23,ES,-1,2024,08,2,00,00,00,-145.56129,62.10949001,228740,0.973,PLACE,2674,43,43,02066000100,020660001001228,0200,-4,N,E,100,DISTANCEMARKER
AK,AK0028,AK0028-002,GUSTAVUS PUBLIC LIBRARY,14 GUSTAVUS ROAD,GUSTAVUS,99826,M,P.O. BOX 279,GUSTAVUS,99826,M,SKAGWAY-ANGOON,9076972350,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,657,R_23,657,1,R_23,0,R_23,0,R_23,0,R_23,1.38,R_23,0.8,R_23,2.18,R_23,128727,R_23,10000,R_23,400,R_23,3629,R_23,142756,R_23,70148,R_23,12515,R_23,82663,R_23,13772,R_23,554,R_23,2239,R_23,16565,R_23,50216,R_23,149444,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,12761,R_23,24209,R_23,15,R_23,13098,R_23,1909,R_23,0,R_23,15509,R_23,824,R_23,0,R_23,49,R_23,49,R_23,1352,R_23,5212,R_23,CT,479,R_23,CT,668,R_23,N,12184,R_23,5212,R_23,1555,R_23,10629,R_23,723,R_23,2278,R_23,12907,R_23,199,R_23,0,R_23,262,R_23,144,R_23,0,92,12,R_23,32,8,139,5,0,1222,R_23,0,601,207,R_23,271,143,1128,94,0,0,0,6,R_23,304,R_23,CT,5276,R_23,CT,-1,2024,08,1,00,00,00,-135.7116989,58.41853044,230940,1.003,PLACE,2262,43,43,02105000400,021050004003146,0200,-4,N,E,100,MANUAL
AK,AK0029,AK0029-002,HAINES BOROUGH PUBLIC LIBRARY,111 THIRD AVENUE SOUTH,HAINES,99827,M,P.O. BOX 1089,HAINES,99827,M,HAINES,9077666420,NO,CO,SO,Y,CO2,N,07/01/2022,06/30/2023,2575,R_23,2575,1,R_23,0,R_23,0,R_23,0,R_23,3,R_23,2.75,R_23,5.75,R_23,419133,R_23,7000,R_23,10001,R_23,4878,R_23,441012,R_23,279033,R_23,116276,R_23,395309,R_23,18343,R_23,1504,R_23,5331,R_23,25178,R_23,98989,R_23,519476,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,24030,R_23,22604,R_23,1730,R_23,12020,R_23,5695,R_23,0,R_23,31529,R_23,74,R_23,0,R_23,49,R_23,49,R_23,2340,R_23,50082,R_23,CT,884,R_23,ES,3399,R_23,Y,64131,R_23,820,R_23,5127,R_23,59004,R_23,4077,R_23,9204,R_23,68208,R_23,449,R_23,99,R_23,106,R_23,712,R_23,246,234,15,R_23,214,3,593,119,0,11277,R_23,3827,3912,53,R_23,3257,228,9297,1980,0,0,0,10,R_23,8019,R_23,CT,28974,R_23,CT,21489,2024,08,1,00,00,00,-135.4477853,59.23422089,02100,1.238,COUNTY,2070,43,43,02100000100,021000001003009,0200,-4,N,E,100,STREETADDRESS
AK,AK0030,AK0030-002,TRI-VALLEY COMMUNITY LIBRARY,400 SUNTRANA STREET,HEALY,99743,M,P.O. BOX 518,HEALY,99743,M,DENALI,9076832507,NO,NP,SO,Y,PL1,N,07/01/2022,06/30/2023,929,R_23,929,1,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0.6,R_23,0.6,R_23,19000,R_23,7000,R_23,0,R_23,1400,R_23,27400,R_23,-9,H_23,-9,H_23,-9,H_23,2190,R_23,1135,R_23,350,R_23,3675,R_23,-9,H_23,46998,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,24461,R_23,22604,R_23,385,R_23,12020,R_23,1500,R_23,0,R_23,26352,R_23,6,R_23,0,R_23,49,R_23,49,R_23,816,R_23,987,R_23,CT,43,R_23,ES,1088,R_23,N,11300,R_23,5761,R_23,2377,R_23,8923,R_23,1022,R_23,3399,R_23,12322,R_23,1,R_23,0,R_23,60,R_23,-1,U_23,4,4,2,R_23,-1,4,-1,0,0,-1,U_23,80,130,12,R_23,-1,45,-1,0,0,0,0,2,R_23,143,R_23,ES,488,R_23,CT,-1,2024,08,1,00,00,00,-149.0181333,63.87341829,232150,0.962,PLACE,1584,43,43,02068000100,020680001002178,0200,-4,N,E,98.34,STREETADDRESS
AK,AK0031,AK0031-002,HOLLIS PUBLIC LIBRARY,NO. 1 HOLLIS CHILKAT ROAD,HOLLIS,99950,M,P.O. BOX 764,CRAIG,99921,M,PR WALES-OUTER KE,9075307112,NO,NP,SO,N,PL2,N,07/01/2022,06/30/2023,139,R_23,139,1,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,1000,R_23,7000,R_23,0,R_23,1500,R_23,9500,R_23,-9,H_23,-9,H_23,-9,H_23,2780,R_23,0,R_23,975,R_23,3755,R_23,-9,H_23,8543,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,5877,R_23,124,R_23,52,R_23,0,R_23,2512,R_23,0,R_23,8441,R_23,0,R_23,0,R_23,49,R_23,49,R_23,903,R_23,1253,R_23,ES,352,R_23,ES,304,R_23,N,3468,R_23,735,R_23,124,R_23,3344,R_23,153,R_23,277,R_23,3621,R_23,0,R_23,0,R_23,0,R_23,61,R_23,36,3,12,R_23,3,7,61,0,0,360,R_23,152,21,67,R_23,45,75,360,0,0,-1,-1,1,R_23,97,R_23,ES,1152,R_23,ES,-4,2024,08,1,00,00,00,-132.6490525,55.4822231,232810,2.138,PLACE,5696,43,43,02198000100,021980001003460,0200,-4,N,E,100,MANUAL
AK,AK0032,AK0032-002,HOMER PUBLIC LIBRARY,500 HAZEL AVENUE,HOMER,99603,7849,500 HAZEL AVENUE,HOMER,99603,7849,KENAI PENINSULA,9072353180,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,5515,R_23,5515,1,R_23,0,R_23,0,R_23,2,R_23,2,R_23,5.9,R_23,7.9,R_23,988377,R_23,15058,R_23,0,R_23,10283,R_23,1013718,R_23,470270,R_23,296690,R_23,766960,R_23,44714,R_23,15886,R_23,10107,R_23,70707,R_23,173975,R_23,1011642,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,44137,R_23,22604,R_23,2117,R_23,12020,R_23,4948,R_23,31295,R_23,51614,R_23,412,R_23,8,R_23,49,R_23,57,R_23,2704,R_23,125460,R_23,CT,4483,R_23,ES,11362,R_23,N,139306,R_23,61826,R_23,27972,R_23,111334,R_23,10524,R_23,38496,R_23,149830,R_23,1216,R_23,209,R_23,230,R_23,397,R_23,119,103,64,R_23,58,53,359,28,10,11521,R_23,8075,1763,357,R_23,478,848,5291,790,5440,35,540,13,R_23,10604,R_23,CT,17971,R_23,CT,55514,2024,08,1,00,00,00,-151.531634,59.64354508,233140,0.999,PLACE,61223,43,43,02122001000,021220010003006,0200,-4,N,E,100,POINTADDRESS
AK,AK0033,AK0033-002,HOPE SUNRISE COMMUNITY LIBRARY,18487 A AVENUE,HOPE,99605,M,P. O. BOX 127,HOPE,99605,M,KENAI PENINSULA,9072504914,NO,NP,SO,N,PL1,N,07/01/2022,06/30/2023,167,R_23,167,1,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,7000,R_23,0,R_23,11929,R_23,18929,R_23,-9,H_23,-9,H_23,-9,H_23,3040,R_23,34,R_23,487,R_23,3561,R_23,-9,H_23,12797,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,5246,R_23,0,R_23,237,R_23,0,R_23,2881,R_23,0,R_23,8424,R_23,60,R_23,0,R_23,49,R_23,49,R_23,780,R_23,1875,R_23,CT,6,R_23,CT,239,R_23,N,872,R_23,136,R_23,0,R_23,872,R_23,184,R_23,184,R_23,1056,R_23,10,R_23,0,R_23,44,R_23,12,R_23,0,1,4,R_23,7,0,12,0,0,54,R_23,0,10,0,R_23,44,0,54,0,0,0,0,2,R_23,39,R_23,CT,23,R_23,CT,0,2024,08,1,00,00,00,-149.6412992,60.91871116,233580,1.037,PLACE,61223,42,42,02122000300,021220003001050,0200,-4,N,E,100,STREETADDRESS
AK,AK0035,AK0035-004,JUNEAU PUBLIC LIBRARIES,292 MARINE WAY,JUNEAU,99801,1361,292 MARINE WAY,JUNEAU,99801,1361,JUNEAU,9075860443,NO,CO,MO,Y,CO1,N,07/01/2022,06/30/2023,32202,R_23,32202,1,R_23,2,R_23,0,R_23,4.75,R_23,4.75,R_23,22.96,R_23,27.71,R_23,3042900,R_23,22250,R_23,248626,R_23,0,R_23,3313776,R_23,1277226,R_23,765871,R_23,2043097,R_23,106281,R_23,61188,R_23,10431,R_23,177900,R_23,713005,R_23,2934002,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,116837,R_23,22604,R_23,6923,R_23,12020,R_23,8278,R_23,53389,R_23,132576,R_23,538,R_23,20,R_23,49,R_23,69,R_23,7474,R_23,182564,R_23,CT,25122,R_23,ES,11437,R_23,N,230105,R_23,99849,R_23,35656,R_23,194449,R_23,108746,R_23,144402,R_23,338851,R_23,1308,R_23,7,R_23,335,R_23,435,R_23,83,77,79,R_23,168,28,321,109,5,9600,R_23,2385,3104,1453,R_23,1478,1180,5769,3766,65,0,0,41,R_23,19217,R_23,CT,80931,R_23,CT,106501,2024,08,1,00,00,00,-134.4045093,58.2985496,02110,0.998,COUNTY,31555,33,33,02110000500,021100005002006,0200,27940,1,E,100,STREETADDRESS
AK,AK0037,AK0037-002,KASILOF PUBLIC LIBRARY,58231 STERLING HIGHWAY,KASILOF,99610,9626,P.O. BOX 176,KASILOF,99610,M,KENAI PENINSULA,9072997428,NO,CO,SO,Y,PL1,N,07/01/2022,06/30/2023,525,R_23,525,1,R_23,0,R_23,0,R_23,0,IG21,0.41,IG21,0,IG21,0.41,IT23,9946,IB23,7000,R_23,0,R_23,0,R_23,16946,IT23,-9,H_23,-9,H_23,-9,H_23,2791,IQ23,0,IG20,494,IG20,3285,IT23,-9,H_23,36689,IT23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,13530,E_23,0,IG20,170,IP20,0,IP20,397,IG20,0,IG20,14109,R_23,12,R_23,1,IQ23,56,R_23,51,IP21,480,IS23,2483,IG20,CT,195,IG20,CT,99,IG21,N,3941,IT23,1280,IQ23,0,IG20,3941,IB23,429,R_23,429,IT23,4370,IT23,3,R_23,0,R_23,0,R_23,0,R_23,0,0,0,R_23,0,0,0,0,0,0,R_23,0,0,0,R_23,0,0,0,0,0,0,0,6,IG20,339,IQ23,ES,-1,U_23,ES,-1,2024,08,4,00,00,00,-151.26127,60.308007,216420,0.357,PLACE,61223,43,43,02122000701,021220007013071,0200,-4,N,E,100,POINTADDRESS
AK,AK0038,AK0038-002,KENAI COMMUNITY LIBRARY,163 MAIN STREET LOOP,KENAI,99611,7723,163 MAIN STREET LOOP,KENAI,99611,7723,KENAI PENINSULA,9072834378,NO,CI,SO,Y,PL1,N,07/01/2022,06/30/2023,7507,R_23,7507,1,R_23,0,R_23,0,R_23,1,R_23,1,R_23,7.12,R_23,8.12,R_23,972862,R_23,7000,R_23,1207,R_23,20500,R_23,1001569,R_23,432582,R_23,293770,R_23,726352,R_23,53395,R_23,15685,R_23,8096,R_23,77176,R_23,141040,R_23,944568,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,64000,R_23,22604,R_23,1780,R_23,12020,R_23,4764,R_23,0,R_23,76110,R_23,5566,R_23,2,R_23,49,R_23,51,R_23,2961,R_23,56369,R_23,CT,12000,R_23,ES,7259,R_23,N,92794,R_23,39758,R_23,17813,R_23,74981,R_23,20580,R_23,38393,R_23,113374,R_23,1387,R_23,0,R_23,9,R_23,427,R_23,131,114,75,R_23,95,12,404,22,1,6895,R_23,1813,3261,870,R_23,392,559,4599,2292,4,0,0,21,R_23,6079,R_23,CT,111996,R_23,CT,-1,2024,08,1,00,00,00,-151.2486134,60.55973412,238420,1.011,PLACE,61223,33,33,02122000600,021220006005033,0200,-4,N,E,100,POINTADDRESS
AK,AK0039,AK0039-002,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,99901,6250,1110 COPPER RIDGE LANE G85,KETCHIKAN,99901,6250,KETCHIKAN GATEWAY,9072253331,NO,CO,SO,Y,CO1,N,01/01/2022,12/31/2022,13762,R_23,13762,1,R_23,0,R_23,0,R_23,3,R_23,3.6,R_23,7.42,R_23,11.02,R_23,1365020,R_23,7000,R_23,0,R_23,0,R_23,1372020,R_23,545206,R_23,352193,R_23,897399,R_23,65430,R_23,9950,R_23,3843,R_23,79223,R_23,221504,R_23,1198126,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,54983,R_23,22604,R_23,3506,R_23,8888,R_23,6421,R_23,0,R_23,65156,R_23,246,R_23,4,R_23,49,R_23,53,R_23,2496,R_23,48086,R_23,CT,4500,R_23,ES,8572,R_23,N,89490,R_23,37082,R_23,17343,R_23,72147,R_23,15762,R_23,33105,R_23,105252,R_23,470,R_23,1,R_23,49,R_23,481,R_23,50,11,47,R_23,220,153,342,127,12,9788,R_23,1160,402,743,R_23,3455,4028,7598,2150,40,22,76,10,R_23,2064,R_23,CT,5469,R_23,CT,13188,2024,08,1,00,00,00,-131.6513884,55.34923151,02130,0.987,COUNTY,13738,33,33,02130000300,021300003001000,0200,28540,1,E,100,POINTADDRESS
AK,AK0040,AK0040-002,KODIAK PUBLIC LIBRARY,612 EGAN WAY,KODIAK,99615,6487,612 EGAN WAY,KODIAK,99615,6487,KODIAK ISLAND,9074868686,NO,CI,SO,Y,CO2,N,07/01/2022,06/30/2023,12498,R_23,12498,1,R_23,0,R_23,0,R_23,3,R_23,3,R_23,6,R_23,9,R_23,989688,R_23,0,R_23,1250,R_23,0,R_23,990938,R_23,481475,R_23,336393,R_23,817868,R_23,17856,R_23,14189,R_23,10819,R_23,42864,R_23,130574,R_23,991306,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,66629,R_23,22604,R_23,2666,R_23,12020,R_23,4436,R_23,0,R_23,78817,R_23,5086,R_23,5,R_23,49,R_23,54,R_23,2496,R_23,24045,R_23,CT,478,R_23,ES,9936,R_23,N,59904,R_23,28558,R_23,12246,R_23,47658,R_23,137728,R_23,149974,R_23,197632,R_23,741,R_23,0,R_23,52,R_23,288,R_23,58,60,32,R_23,94,44,277,0,11,4686,R_23,1400,1198,340,R_23,723,1025,4613,0,73,0,0,10,R_23,2850,R_23,ES,15578,R_23,CT,-1,2024,08,1,00,00,00,-152.397723,57.79261915,02150,0.954,COUNTY,12565,33,33,02150000300,021500003002009,0200,-4,N,E,100,POINTADDRESS
AK,AK0041,AK0041-002,CHUKCHI CONSORTIUM LIBRARY,604 THIRD STREET,KOTZEBUE,99752,M,P.O. BOX 297,KOTZEBUE,99752,M,NORTHWEST ARCTIC,9074422410,NO,MJ,SO,Y,PL2,N,07/01/2022,06/30/2023,2931,R_23,2931,1,R_23,0,R_23,0,R_23,0,R_23,1,R_23,0,R_23,1,R_23,25000,R_23,70548,R_23,0,R_23,0,R_23,95548,R_23,-9,H_23,-9,H_23,-9,H_23,5992,R_23,0,R_23,1852,R_23,7844,R_23,-9,H_23,95548,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,0,R_23,13681,E_23,0,R_23,300,R_23,0,R_23,2100,R_23,0,R_23,16081,IT23,0,R_23,0,R_23,49,R_23,49,R_23,2010,R_23,3439,R_23,CT,0,R_23,CT,1378,R_23,N,780,R_23,131,R_23,0,R_23,780,R_23,0,R_23,0,R_23,780,R_23,0,R_23,0,R_23,0,R_23,5,R_23,1,1,1,R_23,1,1,5,0,0,97,R_23,11,2,3,R_23,3,78,97,0,0,0,0,10,R_23,2000,R_23,ES,2000,R_23,ES,5000,2024,08,2,00,00,00,-162.5873743,66.89934034,241830,0.945,PLACE,7361,33,33,02188000200,021880002001009,0200,-4,N,E,98.34,STREETADDRESS
